State,Year,Total,Male,Female,Causes_Bankruptcy or Sudden change in Economic,Causes_Bankruptcy or Sudden change in Economic Status,Causes_Cancellation/Non-Settlement of Marriage,Causes_Cancer,Causes_Causes Not known,Causes_Death of Dear Person,Causes_Divorce,Causes_Dowry Dispute,Causes_Drug Abuse/Addiction,Causes_Failure in Examination,Causes_Fall in Social Reputation,Causes_Family Problems,Causes_Ideological Causes/Hero Worshipping,Causes_Illegitimate Pregnancy,Causes_Illness (Aids/STD),Causes_Insanity/Mental Illness,Causes_Love Affairs,Causes_Not having Children (Barrenness/Impotency,Causes_Not having Children(Barrenness/Impotency,Causes_Other Causes (Please Specity),Causes_Other Prolonged Illness,Causes_Paralysis,Causes_Physical Abuse (Rape/Incest Etc.),Causes_Poverty,Causes_Professional/Career Problem,Causes_Property Dispute,Causes_Suspected/Illicit Relation,Causes_Unemployment,Education_Status_Diploma,Education_Status_Graduate,Education_Status_Hr. Secondary/Intermediate/Pre-Universit,Education_Status_Matriculate/Secondary,Education_Status_Middle,Education_Status_No Education,Education_Status_Post Graduate and Above,Education_Status_Primary,Means_adopted_By Consuming Insecticides,Means_adopted_By Consuming Other Poison,Means_adopted_By Drowning,Means_adopted_By Fire-Arms,Means_adopted_By Fire/Self Immolation,Means_adopted_By Hanging,Means_adopted_By Jumping from (Building),Means_adopted_By Jumping from (Other sites),Means_adopted_By Jumping off Moving Vehicles/Trains,Means_adopted_By Machine,Means_adopted_By Other means,Means_adopted_By Other means (please specify),Means_adopted_By Over Alcoholism,Means_adopted_By Overdose of sleeping pills,Means_adopted_By Self Infliction of injury,Means_adopted_By coming under running vehicles/trains,Means_adopted_By touching electric wires,Professional_Profile_Farming/Agriculture Activity,Professional_Profile_House Wife,Professional_Profile_Others (Please Specify),Professional_Profile_Professional Activity,Professional_Profile_Public Sector Undertaking,Professional_Profile_Retired Person,Professional_Profile_Self-employed (Business activity),Professional_Profile_Service (Government),Professional_Profile_Service (Private),Professional_Profile_Student,Professional_Profile_Unemployed,Social_Status_Divorcee,Social_Status_Married,Social_Status_Never Married,Social_Status_Seperated,Social_Status_Widowed/Widower,Total_Causes,Total_Education_Status,Total_Means_adopted,Total_Professional_Profile,Total_Social_Status
Gujarat,2009,6156.0,3671.0,2485.0,180,,142,58,1058,40,35,50,32,99,163,1361,3,10,24,646,200,,61,542,781,43,7,137,85,21,83,295,28,84,328,974,1218,1273,7,2244,1454,1149,441,4,1041,1535,40,32,16,3,,92,14,47,1,270,17,588,1736,1103,552,115,118,338,69,629,328,579,107,4493,1196,87,273,6156.0,6156.0,6156.0,6155.0,6156.0
Gujarat,2010,6207.0,3813.0,2394.0,124,,116,48,1246,56,23,43,29,85,46,1127,6,2,31,608,180,,56,1049,733,27,9,63,87,21,109,283,24,107,381,929,1248,1318,17,2183,1624,960,436,13,919,1542,56,25,36,2,,229,4,9,35,292,25,523,1575,1451,340,101,151,467,75,622,293,609,107,4296,1375,116,313,6207.0,6207.0,6207.0,6207.0,6207.0
Gujarat,2011,6382.0,3912.0,2470.0,134,,124,73,1263,68,21,15,19,100,65,1422,2,3,39,605,226,,36,805,801,34,16,101,81,39,103,187,38,112,349,1021,1258,1174,15,2415,1655,970,438,22,857,1715,60,94,34,2,,158,3,30,41,291,12,578,1571,1483,592,124,157,313,74,673,326,491,84,4441,1429,88,340,6382.0,6382.0,6382.0,6382.0,6382.0
Gujarat,2012,7110.0,4362.0,2748.0,141,,123,54,1666,65,49,19,53,137,59,1229,3,7,36,713,278,,59,1033,798,47,14,64,116,35,88,224,35,180,482,1345,1310,1155,30,2573,2001,652,525,12,930,2154,39,13,20,2,,304,8,40,41,355,14,564,1795,1705,510,150,186,269,91,895,388,557,110,4950,1625,111,314,7110.0,7110.0,7110.0,7110.0,7110.0
Haryana,2001,2007.0,1364.0,643.0,9,,12,1,191,54,5,70,19,45,115,273,0,4,10,48,41,,18,758,115,3,5,7,28,67,33,76,63,16,182,521,434,483,5,303,303,536,126,15,268,311,2,3,7,6,,145,28,0,3,214,40,145,297,669,65,94,22,57,94,145,128,287,34,1495,304,60,114,2007.0,2007.0,2007.0,2003.0,2007.0
Haryana,2002,2200.0,1570.0,630.0,,4,9,9,166,32,62,25,26,33,19,284,0,0,13,60,41,7,,1064,150,3,2,67,8,39,31,46,47,28,110,598,502,547,8,360,199,588,134,14,191,288,3,8,4,12,355,,28,7,16,303,50,190,371,769,33,79,17,39,97,243,157,205,25,1763,290,50,72,2200.0,2200.0,2200.0,2200.0,2200.0
Haryana,2003,2227.0,1613.0,614.0,14,,71,14,235,30,1,15,78,35,22,286,34,0,74,236,31,,11,715,112,2,14,26,13,92,17,49,72,39,184,593,503,481,7,348,407,371,153,32,188,347,3,18,7,13,,504,31,7,47,53,46,207,321,788,33,71,30,136,78,226,125,212,36,1695,356,55,85,2227.0,2227.0,2227.0,2227.0,2227.0
Haryana,2004,2082.0,1454.0,628.0,14,,7,27,156,27,1,23,66,25,15,398,0,0,11,40,37,,9,886,90,5,1,51,18,104,21,50,46,40,146,597,422,500,10,321,296,265,143,20,128,347,3,13,11,5,,431,23,23,24,42,308,160,330,781,33,60,9,89,83,209,117,211,24,1637,299,50,72,2082.0,2082.0,2082.0,2082.0,2082.0
Haryana,2005,2046.0,1493.0,553.0,32,,16,5,156,28,7,28,50,14,15,368,0,0,55,78,23,,82,702,149,57,2,10,5,78,23,63,41,34,178,632,427,385,1,348,115,374,136,5,206,309,8,4,9,4,,463,32,1,31,13,336,140,303,1019,19,20,16,71,43,155,101,159,9,1640,297,26,74,2046.0,2046.0,2046.0,2046.0,2046.0
Haryana,2006,2316.0,1766.0,550.0,6,,7,1,455,11,0,7,41,47,5,438,2,0,15,86,54,,3,594,235,0,1,50,39,124,12,83,35,30,219,539,623,423,31,416,274,398,139,8,133,355,16,31,0,4,,452,42,2,17,385,60,190,319,708,26,99,55,101,59,375,126,258,9,1749,420,29,109,2316.0,2316.0,2316.0,2316.0,2316.0
Haryana,2007,2433.0,1852.0,581.0,16,,14,1,247,2,1,59,43,31,5,455,1,0,2,108,35,,12,821,247,0,1,57,31,118,24,102,52,48,242,757,487,455,12,380,363,291,93,6,146,433,11,9,0,0,,531,43,13,45,389,60,179,356,862,57,87,75,88,79,246,122,282,13,1798,490,26,106,2433.0,2433.0,2433.0,2433.0,2433.0
Haryana,2008,2656.0,1974.0,682.0,6,,1,0,514,5,0,25,39,73,4,401,134,0,1,102,56,,6,883,252,0,16,12,13,95,2,16,60,49,266,724,514,512,22,509,213,566,125,11,137,572,5,45,3,0,,895,13,6,0,25,40,150,366,1280,50,96,12,41,93,250,135,183,27,1971,481,29,148,2656.0,2656.0,2656.0,2656.0,2656.0
Haryana,2009,2503.0,1815.0,688.0,13,,6,4,501,9,5,16,46,44,21,688,0,0,0,138,46,,6,680,146,43,2,5,1,54,2,27,47,62,204,499,468,594,29,600,206,566,102,6,234,500,28,3,0,5,,762,15,5,1,43,27,230,441,945,28,71,0,49,86,285,115,253,13,1899,438,28,125,2503.0,2503.0,2503.0,2503.0,2503.0
Haryana,2010,2895.0,2178.0,717.0,6,,1,0,564,5,0,6,51,38,2,616,0,1,1,167,28,,7,1077,122,1,7,15,14,89,1,76,56,82,321,552,550,440,376,518,292,558,142,7,262,463,24,7,0,2,,932,75,1,2,64,64,297,364,1284,45,16,0,46,85,221,148,384,11,1922,470,373,119,2895.0,2895.0,2895.0,2890.0,2895.0
Haryana,2011,3245.0,2464.0,781.0,19,,6,4,195,5,3,0,85,39,3,502,0,0,40,130,17,,12,1792,126,2,2,11,116,94,1,41,55,77,357,854,540,730,5,627,287,602,221,13,238,539,12,14,0,9,,1189,35,11,2,19,54,384,416,1484,24,25,2,62,79,213,180,376,13,2185,853,9,185,3245.0,3245.0,3245.0,3245.0,3245.0
Haryana,2012,2827.0,2071.0,756.0,12,,12,4,719,5,2,1,72,52,2,336,90,0,1,134,20,,13,920,181,0,4,8,42,87,5,105,112,87,338,774,551,471,36,458,277,538,134,10,169,653,41,16,1,1,,840,61,6,1,3,76,276,389,1249,41,57,3,45,51,247,142,327,11,1899,705,65,147,2827.0,2827.0,2827.0,2827.0,2827.0
Himachal Pradesh,2001,307.0,177.0,130.0,0,,2,0,56,4,0,11,0,11,1,89,0,0,1,18,12,,3,45,22,0,0,16,3,4,3,6,1,7,11,100,60,52,3,73,106,115,9,2,12,37,1,4,1,0,,9,3,0,0,4,4,22,84,89,3,7,1,9,11,24,19,38,6,220,70,7,4,307.0,307.0,307.0,307.0,307.0
Himachal Pradesh,2002,334.0,208.0,126.0,,2,7,0,43,0,1,6,6,12,0,81,1,2,9,24,13,4,,89,20,0,1,7,2,0,4,0,1,4,33,122,65,46,2,61,125,99,19,3,10,42,0,7,2,0,16,,6,2,2,0,1,25,83,93,13,5,0,30,13,12,31,29,2,233,84,4,11,334.0,334.0,334.0,334.0,334.0
Himachal Pradesh,2003,386.0,240.0,146.0,4,,5,1,67,1,0,5,1,11,1,64,0,0,0,42,21,,4,103,23,0,0,3,6,10,12,2,5,11,59,107,84,51,1,68,32,189,29,3,8,52,4,9,0,0,,56,2,2,0,0,0,34,72,138,2,2,1,13,16,32,30,42,2,264,102,10,8,386.0,386.0,386.0,382.0,386.0
Himachal Pradesh,2004,371.0,236.0,135.0,2,,9,0,82,0,0,4,4,7,6,99,0,0,0,22,15,,2,71,26,1,1,1,4,4,6,5,4,7,23,122,107,32,4,72,117,113,27,0,10,77,0,6,0,0,,16,4,0,0,1,0,52,75,80,1,2,0,12,14,51,23,46,5,242,100,5,19,371.0,371.0,371.0,356.0,371.0
Himachal Pradesh,2005,359.0,214.0,145.0,2,,11,0,35,1,0,6,5,13,3,104,0,0,2,17,21,,2,80,31,2,0,3,0,2,9,10,3,14,49,131,94,30,3,35,82,118,29,4,7,81,4,2,0,0,,26,6,0,0,0,0,20,75,148,4,8,0,7,16,29,25,27,7,205,108,32,7,359.0,359.0,359.0,359.0,359.0
Himachal Pradesh,2006,457.0,301.0,156.0,2,,8,0,69,1,0,6,13,10,3,127,0,0,0,38,20,,0,79,60,5,0,4,1,0,5,6,5,15,54,169,99,43,7,65,72,159,23,5,18,80,0,10,0,3,,67,19,0,1,0,0,22,78,143,4,41,1,17,22,57,40,32,0,311,132,7,7,457.0,457.0,457.0,457.0,457.0
Himachal Pradesh,2007,402.0,258.0,144.0,0,,13,0,81,0,0,3,0,16,0,114,0,0,0,42,13,,0,58,37,1,2,0,6,6,5,5,8,10,36,170,94,24,1,59,139,81,19,2,7,80,3,6,1,2,,50,4,1,4,1,2,15,56,154,10,15,1,28,11,50,35,27,1,288,103,4,6,402.0,402.0,402.0,402.0,402.0
Himachal Pradesh,2008,630.0,417.0,213.0,7,,3,7,119,0,0,2,9,12,26,117,0,1,0,57,15,,3,197,27,5,0,0,2,8,10,3,1,16,75,260,145,41,1,91,62,220,55,7,27,122,0,41,0,0,,54,26,0,0,5,11,188,87,137,14,23,3,32,21,49,36,38,3,457,133,13,24,630.0,630.0,630.0,628.0,630.0
Himachal Pradesh,2009,560.0,366.0,194.0,0,,8,5,72,1,0,0,1,6,0,100,0,0,0,21,27,,0,257,43,1,1,0,0,10,5,2,8,29,93,217,100,50,0,63,67,167,61,2,8,113,1,18,0,0,,111,5,5,0,0,2,24,94,205,3,24,5,17,32,42,50,64,0,402,123,7,28,560.0,560.0,560.0,560.0,560.0
Himachal Pradesh,2010,542.0,348.0,194.0,0,,5,9,76,1,1,1,5,8,2,80,0,0,0,36,20,,0,261,21,1,2,0,0,5,6,2,21,15,81,186,95,66,4,74,86,134,35,0,16,137,0,46,0,0,,78,6,0,2,0,2,61,88,126,22,18,7,24,23,45,66,55,1,362,146,12,21,542.0,542.0,542.0,535.0,542.0
Himachal Pradesh,2011,443.0,269.0,174.0,3,,6,13,99,0,0,0,5,13,1,79,0,0,0,30,18,,1,130,27,2,0,0,0,6,8,2,8,30,65,157,79,49,4,51,98,112,6,2,14,137,0,41,0,0,,25,5,0,0,0,3,46,65,144,7,28,0,24,13,46,46,23,0,302,122,13,6,443.0,443.0,443.0,442.0,443.0
Himachal Pradesh,2012,528.0,354.0,174.0,1,,12,13,88,0,1,1,8,15,1,90,0,0,0,30,21,,2,181,26,4,0,2,0,10,15,7,11,18,77,180,88,69,12,73,21,243,27,1,15,174,0,11,0,0,,26,9,1,0,0,0,29,80,200,8,28,3,36,10,39,47,44,6,350,128,25,19,528.0,528.0,528.0,524.0,528.0
Jammu & Kashmir,2001,153.0,91.0,62.0,2,,6,0,63,0,1,9,1,3,2,44,0,0,0,1,4,,0,9,5,0,0,0,0,0,0,3,2,4,14,29,27,48,1,28,2,61,11,11,3,13,3,0,9,0,,20,0,1,2,16,1,15,36,65,2,1,0,2,9,2,6,15,0,119,26,0,8,153.0,153.0,153.0,153.0,153.0
Jammu & Kashmir,2002,184.0,96.0,88.0,,0,1,0,81,0,0,16,12,0,1,27,0,1,0,0,0,0,,32,1,0,0,6,0,0,3,3,1,1,11,32,46,50,8,35,19,49,10,9,14,19,7,0,4,2,35,,2,0,1,10,3,16,53,61,0,2,0,0,11,8,12,20,6,123,40,8,7,184.0,184.0,184.0,183.0,184.0
Jammu & Kashmir,2003,138.0,63.0,75.0,2,,0,0,19,0,0,16,6,0,1,21,0,3,5,0,6,,5,33,5,13,0,0,0,0,3,0,0,1,9,24,35,36,6,27,19,49,8,6,5,22,0,4,0,0,,23,2,0,0,0,0,8,41,76,0,0,0,0,5,0,4,4,5,77,40,9,7,138.0,138.0,138.0,138.0,138.0
Jammu & Kashmir,2004,112.0,51.0,61.0,0,,0,0,19,0,0,7,6,2,0,14,0,0,0,1,2,,0,58,0,0,0,0,2,0,0,1,0,1,4,23,23,32,4,25,8,26,0,2,3,3,0,0,0,0,,70,0,0,0,0,0,1,29,65,0,1,0,0,4,0,6,6,0,75,30,4,3,112.0,112.0,112.0,112.0,112.0
Jammu & Kashmir,2005,294.0,196.0,98.0,0,,13,0,54,0,3,6,15,15,17,18,0,2,0,0,15,,0,109,9,0,0,0,0,5,10,3,0,9,21,40,90,71,0,63,31,50,16,20,5,40,0,14,0,0,,108,0,0,1,3,6,2,32,137,0,0,7,0,18,34,24,40,2,170,79,40,3,294.0,294.0,294.0,294.0,294.0
Jammu & Kashmir,2006,262.0,152.0,110.0,0,,6,6,53,0,2,9,5,6,1,35,0,1,2,2,6,,0,86,19,2,0,1,1,5,10,4,1,7,10,66,65,63,6,44,27,24,8,13,11,23,0,4,0,2,,143,2,1,0,0,4,34,42,71,5,2,2,2,27,12,22,34,5,153,95,6,3,262.0,262.0,262.0,253.0,262.0
Jammu & Kashmir,2007,234.0,153.0,81.0,0,,4,0,60,1,0,8,7,2,0,31,0,0,0,3,4,,5,71,6,1,3,10,0,3,1,14,0,2,15,60,57,60,1,39,19,36,13,8,9,44,0,1,0,2,,94,3,1,0,0,4,33,53,54,3,7,4,3,14,11,24,28,2,155,73,2,2,234.0,234.0,234.0,234.0,234.0
Jammu & Kashmir,2008,310.0,177.0,133.0,15,,0,0,92,2,0,7,0,5,5,41,0,0,0,0,9,,2,99,21,0,0,1,0,0,5,6,15,2,34,103,67,57,3,29,83,44,9,8,4,30,0,3,1,0,,117,3,0,1,0,7,6,75,67,4,21,6,6,28,27,16,51,3,221,86,0,0,310.0,310.0,310.0,307.0,310.0
Jammu & Kashmir,2009,321.0,168.0,153.0,2,,6,4,45,1,4,4,20,12,4,56,2,3,3,10,15,,0,58,44,6,1,7,2,0,4,8,10,23,24,101,61,52,23,27,27,69,12,12,19,28,2,7,3,6,,90,7,1,4,20,14,8,50,85,3,7,0,18,35,30,20,62,0,180,125,5,11,321.0,321.0,321.0,318.0,321.0
Jammu & Kashmir,2010,259.0,122.0,137.0,1,,8,0,56,0,1,7,6,8,2,43,0,4,1,6,9,,2,85,8,0,0,3,0,4,2,3,2,4,19,62,61,71,2,38,45,45,18,10,15,47,0,7,3,3,,59,2,1,0,0,4,18,58,70,3,2,1,9,6,13,36,43,0,143,103,12,1,259.0,259.0,259.0,259.0,259.0
Jammu & Kashmir,2011,287.0,144.0,143.0,2,,2,1,65,0,2,4,12,5,7,48,0,0,0,6,26,,4,72,8,3,2,3,2,6,3,4,6,7,20,62,62,80,7,43,29,78,5,12,12,42,7,9,4,8,,60,8,3,0,1,9,14,58,82,7,4,4,15,13,11,40,36,8,152,97,18,12,287.0,287.0,287.0,284.0,287.0
Jammu & Kashmir,2012,414.0,192.0,222.0,24,,8,14,130,1,4,3,4,11,5,48,0,5,2,5,25,,4,70,22,3,0,4,5,5,5,7,5,10,34,110,87,98,1,69,57,80,11,10,15,59,10,10,0,8,,80,17,0,1,21,35,10,75,146,11,0,5,10,24,18,62,53,17,238,126,22,11,414.0,414.0,414.0,414.0,414.0
Jharkhand,2001,250.0,141.0,109.0,22,,0,0,35,11,9,0,0,8,5,22,0,0,0,0,20,,0,85,0,0,0,7,6,1,0,19,0,1,6,18,24,168,0,33,17,10,28,1,38,45,13,9,15,0,,45,4,2,14,5,4,27,59,120,6,5,0,1,0,6,7,19,2,192,35,18,3,250.0,250.0,250.0,250.0,250.0
Jharkhand,2002,272.0,153.0,119.0,,21,0,0,42,11,10,0,0,12,6,28,0,0,0,0,20,0,,84,0,0,0,7,7,1,0,23,2,36,31,19,26,125,6,27,13,19,19,1,37,30,20,16,18,1,45,,5,9,13,4,22,21,63,120,9,6,2,4,0,8,10,29,15,169,28,26,34,272.0,272.0,272.0,272.0,272.0
Jharkhand,2003,272.0,153.0,119.0,21,,0,0,42,11,10,0,0,12,6,28,0,0,0,0,20,,0,84,0,0,0,7,7,1,0,23,3,30,26,21,28,129,7,28,15,19,20,1,30,25,21,14,17,2,,51,5,11,18,4,19,21,63,120,9,6,2,4,0,8,10,29,15,165,35,22,35,272.0,272.0,272.0,272.0,272.0
Jharkhand,2004,417.0,233.0,184.0,26,,3,0,45,11,15,2,8,17,8,83,0,0,0,1,42,,2,86,0,1,0,9,12,1,16,29,5,40,50,58,54,144,14,52,33,24,27,1,53,78,28,13,19,2,,51,9,29,20,4,26,21,0,330,9,6,0,4,0,8,10,29,15,254,73,38,37,417.0,417.0,417.0,417.0,417.0
Jharkhand,2005,808.0,523.0,285.0,29,,7,0,71,0,0,8,29,44,2,62,0,0,26,101,28,,1,305,19,2,7,4,13,1,30,19,4,32,96,166,125,235,4,146,119,62,89,20,52,221,11,11,0,0,,133,46,16,10,0,18,124,158,275,9,6,3,34,11,42,98,48,8,512,226,31,31,808.0,808.0,808.0,808.0,808.0
Jharkhand,2006,856.0,521.0,335.0,32,,3,1,144,1,1,8,29,32,28,125,0,1,0,50,24,,3,218,13,2,17,15,11,3,84,11,5,31,92,157,169,248,3,151,142,60,76,3,78,271,16,7,4,5,,116,39,20,6,6,7,103,190,219,34,1,9,20,26,48,111,95,9,501,303,15,28,856.0,856.0,856.0,856.0,856.0
Jharkhand,2007,1289.0,880.0,409.0,27,,23,2,131,1,0,31,51,42,21,101,1,1,2,66,16,,22,607,39,4,1,8,5,10,54,23,9,57,109,216,253,466,3,176,98,115,155,6,118,329,32,12,45,2,,261,46,27,5,7,31,113,205,538,42,0,19,53,20,84,102,95,21,832,348,10,78,1289.0,1289.0,1289.0,1271.0,1289.0
Jharkhand,2008,911.0,602.0,309.0,10,,4,2,173,2,13,5,37,34,9,130,0,3,9,27,23,,1,350,34,1,7,3,3,4,24,3,6,32,71,152,176,291,7,176,84,95,139,53,92,152,6,25,5,3,,151,42,22,5,16,21,71,170,360,48,14,4,35,13,35,101,60,33,569,216,54,39,911.0,911.0,911.0,911.0,911.0
Jharkhand,2009,1112.0,744.0,368.0,17,,11,4,134,2,8,14,42,22,20,127,0,7,0,60,50,,18,404,39,0,3,17,7,41,33,32,8,40,165,148,204,344,6,197,159,69,149,8,117,239,8,20,4,6,,140,104,31,12,19,27,164,185,333,22,4,1,37,24,136,96,100,13,706,302,18,73,1112.0,1112.0,1112.0,1102.0,1112.0
Jharkhand,2010,1232.0,795.0,437.0,21,,8,1,165,96,10,21,15,63,12,102,7,10,5,33,57,,19,452,31,2,2,5,11,14,45,25,11,42,169,249,225,291,64,181,127,66,116,4,88,361,4,24,1,1,,336,35,18,31,9,11,173,212,435,9,28,3,31,10,87,142,100,13,776,364,17,62,1232.0,1232.0,1232.0,1230.0,1232.0
Jharkhand,2011,1212.0,825.0,387.0,21,,11,0,114,9,6,4,35,54,14,136,0,4,2,31,60,,3,581,14,7,3,12,16,11,29,35,11,111,119,299,216,248,0,208,127,63,129,3,92,442,3,0,22,5,,278,22,14,3,9,0,94,206,476,55,31,7,21,22,114,95,91,7,841,308,14,42,1212.0,1212.0,1212.0,1212.0,1212.0
Jharkhand,2012,1319.0,838.0,481.0,20,,14,0,221,5,9,19,40,56,15,202,0,5,0,57,48,,10,383,20,15,9,48,2,28,54,39,28,39,193,252,305,329,7,166,225,90,97,4,129,325,1,39,13,12,,265,41,27,14,21,16,119,212,438,22,19,3,65,19,89,175,158,27,726,467,40,59,1319.0,1319.0,1319.0,1319.0,1319.0
Karnataka,2001,11881.0,7871.0,4010.0,265,,71,85,3032,53,9,92,74,171,134,1911,6,10,37,647,126,,83,1314,2791,92,27,432,89,59,34,237,97,170,607,1463,2265,4190,24,3065,1381,3186,1436,33,1003,3034,19,99,1,14,,880,231,78,14,399,73,2505,2197,3483,203,243,135,625,270,1065,512,643,67,8188,2580,421,625,11881.0,11881.0,11881.0,11881.0,11881.0
Karnataka,2002,12270.0,8080.0,4190.0,,237,78,66,2793,67,6,101,94,197,37,2038,13,4,35,569,104,99,,1753,3180,63,7,421,52,64,34,158,150,241,813,1491,2434,3954,34,3153,1358,2991,1367,48,955,3414,12,112,1,2,1118,,175,107,17,539,54,2340,2225,4091,99,207,67,794,220,1067,509,651,83,8694,2763,399,331,12270.0,12270.0,12270.0,12270.0,12270.0
Karnataka,2003,12361.0,8375.0,3986.0,310,,31,40,3017,92,5,45,57,137,26,1758,13,1,43,694,122,,103,2341,2540,88,2,565,57,88,35,151,95,169,738,1620,2318,4052,26,3343,1776,2914,1154,33,696,3633,17,52,0,3,,1277,126,76,19,540,45,2678,1864,4559,144,246,52,564,223,852,422,757,43,8590,2960,311,457,12361.0,12361.0,12361.0,12361.0,12361.0
Karnataka,2004,11937.0,8018.0,3919.0,220,,39,46,2964,62,1,43,55,126,58,1641,0,8,45,613,97,,94,2436,2602,50,1,485,34,55,36,126,59,213,714,1655,2610,3422,83,3181,1173,2943,1011,129,674,3474,42,26,3,3,,1652,157,49,9,524,68,1963,1783,4956,85,218,75,494,199,1105,448,611,16,8512,2762,323,324,11937.0,11937.0,11937.0,11937.0,11937.0
Karnataka,2005,11557.0,7707.0,3850.0,163,,43,27,2955,61,4,38,59,142,42,1499,20,1,51,620,96,,89,2605,2407,56,5,272,63,86,44,109,62,155,662,1645,2667,3146,27,3193,958,3013,1124,154,540,3496,18,31,1,1,,1639,72,12,48,423,27,1883,1874,4806,278,218,40,448,160,1013,368,469,52,8421,2431,336,317,11557.0,11557.0,11557.0,11557.0,11557.0
Karnataka,2006,12212.0,8048.0,4164.0,148,,40,54,2443,60,5,45,75,145,7,1727,12,2,55,528,101,,66,3315,2753,40,4,339,54,28,25,141,77,193,838,1952,2474,3499,21,3158,1202,3106,1133,30,632,3548,27,91,1,2,,1920,130,23,23,332,12,1720,1851,5424,223,170,29,440,238,1182,447,488,61,8669,2717,347,418,12212.0,12212.0,12212.0,12212.0,12212.0
Karnataka,2007,12304.0,8392.0,3912.0,206,,51,52,2877,63,9,43,40,99,19,2074,2,3,57,637,88,,112,2736,2551,33,16,344,53,35,20,84,97,217,817,2106,2347,3169,32,3519,811,3164,1025,29,573,3602,43,66,5,2,,2295,168,53,30,383,55,2135,1802,5093,194,203,51,484,207,1076,507,552,79,8711,2828,179,507,12304.0,12304.0,12304.0,12304.0,12304.0
Karnataka,2008,12222.0,8216.0,4006.0,174,,35,52,2429,56,14,38,30,150,21,1978,2,3,46,656,97,,83,3315,2526,68,19,272,26,14,14,104,85,372,899,2234,2345,3061,29,3197,1285,2713,1052,38,580,3680,29,64,13,0,,1923,221,16,99,411,98,1737,1653,5283,140,304,57,584,249,1266,455,494,72,8783,2797,206,364,12222.0,12222.0,12222.0,12222.0,12222.0
Karnataka,2009,12195.0,8209.0,3986.0,245,,46,103,3270,66,27,64,65,147,31,2170,10,2,63,578,126,,96,2136,2432,48,14,247,26,43,20,120,81,272,877,1893,1920,4138,51,2963,1173,2703,1035,197,636,3406,108,56,3,3,,1977,262,24,38,435,139,2282,1696,5045,155,292,55,666,107,855,507,535,124,7978,2757,418,918,12195.0,12195.0,12195.0,12195.0,12195.0
Karnataka,2010,12651.0,8407.0,4244.0,135,,32,120,2512,84,12,87,68,147,54,2031,15,10,74,572,142,,89,2891,2891,66,1,265,54,72,25,202,186,281,908,2524,2251,3203,48,3250,1207,3278,1074,97,610,3599,108,76,0,0,,1849,155,16,11,480,91,2585,1889,4424,125,295,100,888,218,1116,591,420,209,8361,2976,384,721,12651.0,12651.0,12651.0,12651.0,12651.0
Karnataka,2011,12622.0,8472.0,4150.0,222,,49,67,2588,64,39,72,71,225,69,2433,0,0,43,548,286,,95,2720,2396,92,10,206,50,53,34,190,206,426,1089,1896,2391,3412,112,3090,993,2923,1000,42,727,3719,178,29,4,22,,2145,202,19,103,454,62,2100,1776,4402,196,439,63,826,191,994,711,924,113,8824,2869,349,467,12622.0,12622.0,12622.0,12622.0,12622.0
Karnataka,2012,12753.0,8596.0,4157.0,198,,45,17,2115,79,11,44,77,183,172,2782,4,1,28,663,316,,78,2663,2556,59,2,364,47,29,54,166,104,367,1344,2093,2704,3065,81,2995,663,3173,939,20,806,4688,21,14,8,13,,1788,54,22,7,493,44,1875,1850,4935,301,342,69,642,203,1261,560,715,30,9136,3000,274,313,12753.0,12753.0,12753.0,12753.0,12753.0
Kerala,2001,9572.0,6787.0,2785.0,1451,,25,143,840,83,26,26,83,86,88,1788,0,15,6,954,150,,26,1926,1272,108,0,3,204,50,27,192,55,200,733,2316,3226,497,73,2472,2031,1554,639,1,649,4004,25,43,106,0,,151,62,72,19,201,15,1035,1406,2933,223,210,119,497,207,566,281,2095,111,7221,1788,185,267,9572.0,9572.0,9572.0,9572.0,9572.0
Kerala,2002,9810.0,7165.0,2645.0,,1135,41,141,1561,93,18,22,181,89,23,2300,28,6,3,1013,85,26,,1427,1223,136,6,2,71,42,39,99,108,187,699,2613,3060,660,59,2424,1886,1614,710,4,470,4280,12,1,45,0,42,,173,52,218,299,4,1533,1453,2744,313,117,137,647,172,473,282,1939,80,7382,1763,225,360,9810.0,9810.0,9810.0,9810.0,9810.0
Kerala,2003,9438.0,6935.0,2503.0,1019,,55,42,1343,76,8,10,158,88,92,2027,0,4,16,1352,100,,35,1476,1284,44,0,13,29,29,8,130,52,166,533,2132,2919,772,28,2836,1977,1744,597,12,432,4077,13,12,64,3,,201,39,27,14,202,24,1583,1431,3831,155,75,83,396,105,366,314,1099,56,7022,1823,177,360,9438.0,9438.0,9438.0,9438.0,9438.0
Kerala,2004,9053.0,6598.0,2455.0,888,,51,86,1189,90,11,15,80,71,14,2028,2,6,2,1381,90,,39,1393,1322,30,3,6,19,9,9,219,62,160,620,2144,2871,727,19,2450,1706,1470,562,2,419,4312,4,15,75,1,,165,27,21,15,241,18,903,1513,4027,156,39,93,386,88,248,336,1264,91,6696,1696,186,384,9053.0,9053.0,9053.0,9053.0,9053.0
